NOMBRE;DIRECCION;TELEFONOS;HORARIOS;TIPO_SERVICIO;X;Y
Agencia de Quinielas 09/018;Pan De Azucar 2750;25060835;Horario de atención del local;Recarga;578749.715111663;6141131.23227445
Agencia de Quinielas 88/007;Herrera Y Obes, Manuel 4698;23039855;Horario de atención del local;Recarga;569990.156806792;6142953.08138062
Agencia de Quinielas 70/017;Colonia 1310;29034111;Horario de atención del local;Recarga;574193.913629551;6137216.60469385
Agencia de Quinielas 55/030;Del Fuerte, Cno. 5152;25136922;Horario de atención del local;Recarga;580534.582516537;6142696.46717313
Agencia de Quinielas 73/006;Susviela Guarch, Alberto 3559 Bis;096517436;Horario de atención del local;Recarga;578340.649235597;6143898.51831724
Agencia de Quinielas 70/050;Cibils, Jaime 2812;24872453;Horario de atención del local;Recarga;577169.588434214;6139257.83730487
Agencia de Quinielas 20/028;Monte Caseros 2639;091208741;Horario de atención del local;Recarga;576349.763924804;6139139.0558552
Agencia de Quinielas 15/001;Ameghino 5192;23070680;Horario de atención del local;Recarga;569048.368573519;6143177.26289863
Agencia de Quinielas 26/044;28 De Febrero 1071;23079309;Horario de atención del local;Recarga;571487.441598823;6145270.50167032
Agencia de Quinielas 17/027;Jenner 1397;23570266;Horario de atención del local;Recarga;573794.660423034;6144592.23727719
Agencia de Quinielas 69/024;Yrigoyen, Hipolito 1706;26142786;Horario de atención del local;Recarga;581381.163058756;6138890.52433833
Agencia de Quinielas 30/021;Rancagua 3915;22113276;Horario de atención del local;Recarga;575690.435356117;6144064.95865303
Agencia de Quinielas 85/025;Perez, Silvestre 2628;25085983;Horario de atención del local;Recarga;578858.779150263;6140888.8505829
Agencia de Quinielas 48/028;Guaviyu 2983;22007228;Horario de atención del local;Recarga;575170.254831147;6140676.65254013
Agencia de Quinielas 20/031;Acevedo, Eduardo 1001;096419049;Horario de atención del local;Recarga;575456.598459531;6136507.56737304
Agencia de Quinielas 94/019;Fernandez Crespo, Av. Daniel 2096;099246911;Horario de atención del local;Recarga;574602.175776822;6138364.04119029
Agencia de Quinielas 13/012;Carabelas 3250;091470840;Horario de atención del local;Recarga;574782.185158385;6141541.11920155
Agencia de Quinielas 94/021;Yaguaron 1851;29250676;Horario de atención del local;Recarga;574206.540530055;6138142.56366913
Agencia de Quinielas 39/021;Chicago 5281;098319146;Horario de atención del local;Recarga;575718.929642329;6146320.52615493
Agencia de Quinielas 36/021;Sierra, Santiago 0;22161627;Horario de atención del local;Recarga;576630.974307729;6142866.0222394
Agencia de Quinielas 51/015;Acosta Y Lara, Arq. Horacio 6915;26008021;Horario de atención del local;Recarga;586190.074411829;6141003.79270995
Agencia de Quinielas 40/010;Gaboto 1557;096251289;Horario de atención del local;Recarga;574930.169969594;6137643.4685377
Agencia de Quinielas 94/020;Nicaragua 2102;092030303;Horario de atención del local;Recarga;575456.796644162;6138680.65691651
Agencia de Quinielas 25/032;Lamas, Jose Benito 2795;098141758;Horario de atención del local;Recarga;577069.408899298;6136370.34571069
Agencia de Quinielas 35/002;21 De Setiembre 3131;27121266;Horario de atención del local;Recarga;577675.104763807;6135465.32216004
Agencia de Quinielas 36/022;Ariel, Cno. 4697;23583514;Horario de atención del local;Recarga;571847.17726233;6144965.36746652
Agencia de Quinielas 94/018;Ramirez, Av. Dr. C. Ma. 1001;095182133;Horario de atención del local;Recarga;569655.656856072;6141355.73614147
Agencia de Quinielas 53/045;Rossi, Av. Dr. Santin C. 4755;095009788;Horario de atención del local;Recarga;568290.892279597;6141677.20730199
Agencia de Quinielas 91/044;Colonia 1566;099245287;Horario de atención del local;Recarga;574676.240870905;6137351.31192581
Agencia de Quinielas 44/007;Mitre, Bartolito 2706;097347686;Horario de atención del local;Recarga;577214.493508497;6136922.98961102
Agencia de Quinielas 79/007;Pasaje Acacias 3600;096786173;Horario de atención del local;Recarga;583087.670360285;6148965.65122003
Agencia de Quinielas 20/018;Terra, Dr. Duvimioso 1862;24069368;Horario de atención del local;Recarga;576173.363536024;6138543.18609623
Agencia de Quinielas 27/014;Blanco, Juan Benito 972 Bis;099224748;Horario de atención del local;Recarga;577755.903311511;6136201.05747127
Agencia de Quinielas 27/015;Graseras, Roque 827;094530727;Horario de atención del local;Recarga;577536.17286502;6135929.87064199
Agencia de Quinielas 80/039;Rio De Janeiro 3412;23110925;Horario de atención del local;Recarga;568310.893670333;6138845.02822202
Agencia de Quinielas 68/017;Mercedes 1889;24007579;Horario de atención del local;Recarga;575233.604788586;6137742.45708278
Agencia de Quinielas 58/012;Ruta 1 Manuel Oribe 0;23121066;Horario de atención del local;Recarga;559933.262868082;6146891.02326878
Agencia de Quinielas 42/022;Rinaldi, Cno. Tte. 3845;22280320;Horario de atención del local;Recarga;578977.200146078;6146147.77166534
Agencia de Quinielas 12/002;Alzaibar 1316;092273643;Horario de atención del local;Recarga;572387.727597619;6136770.37678117
Agencia de Quinielas 44/009;Buxareo 1270;099473727;Horario de atención del local;Recarga;578192.198860324;6137095.35067117
Agencia de Quinielas 51/001;Yrigoyen, Hipolito 1610;26139445;Horario de atención del local;Recarga;581414.418889249;6138725.19801048
Agencia de Quinielas 37/004;Rosell Y Rius, Alejo 1644;097230297;Horario de atención del local;Recarga;577957.564973015;6137995.47618173
Agencia de Quinielas 85/040;Moreno, Mariano 2349;098211213;Horario de atención del local;Recarga;576592.195338017;6140109.23203828
Agencia de Quinielas 94/022;Pedralbes, Ing. Arq. Ignacio 1430;095261209;Horario de atención del local;Recarga;574433.966104117;6144429.25299796
Agencia de Quinielas 32/025;Flores, Av. Gral. 2124;099742275;Horario de atención del local;Recarga;574369.531449276;6138983.01277982
Agencia de Quinielas 57/010;Galeano, Cno. Tte. Alberto 4814;093413832;Horario de atención del local;Recarga;576995.04634162;6145569.06040958
Agencia de Quinielas 51/007;De La Quintana, Cnel. Hilarion 3732;092314483;Horario de atención del local;Recarga;579766.287466849;6139865.30667329
Agencia de Quinielas 51/007;De La Quintana, Cnel. Hilarion 3732;092314483;Horario de atención del local;Recarga;579766.287466849;6139865.30667329
Agencia de Quinielas 36/020;Cambay 2504;25251384;Horario de atención del local;Recarga;581221.569159691;6140988.31336114
Agencia de Quinielas 49/005;Salto 960;24106563;Horario de atención del local;Recarga;574765.495579353;6136388.69632068
Agencia de Quinielas 03/012;Holanda 1783;23113864;Horario de atención del local;Recarga;568446.731151162;6139437.68057359
Agencia de Quinielas 45/008;Pla, Francisco 4373;22165122;Horario de atención del local;Recarga;574498.549446464;6143836.27630384
Agencia de Quinielas 16/017;Chacarita De Los Padres 3207;25121001;Horario de atención del local;Recarga;582189.65376966;6144606.78681183
Agencia de Quinielas 81/001;Garzon, Av. Gral. Eugenio 1452;094867823;Horario de atención del local;Recarga;571343.851521535;6146679.09388846
Agencia de Quinielas 73/007;De La Sota, Juan M. 4503;22113655;Horario de atención del local;Recarga;577633.847973643;6145787.26115862
Agencia de Quinielas 51/019;Cochabamba 3054;093378880;Horario de atención del local;Recarga;580681.310506986;6143214.99622626
Agencia de Quinielas 83/013;Av. 8 De Octubre 3094;24801907;Horario de atención del local;Recarga;577402.850107339;6139662.45003769
Agencia de Quinielas 60/015;Servidumbre S/09;23240692;Horario de atención del local;Recarga;570102.631762952;6147502.6868398
Agencia de Quinielas 65/003;Pasaje Diagonal 06;097496928;Horario de atención del local;Recarga;576909.468601054;6145342.42292401
Agencia de Quinielas 01/027;Carrasco, Camino 5157;25220302;Horario de atención del local;Recarga;581687.865912769;6140981.61540129
Agencia de Quinielas 23/004;Bolivia, Av. 2551;25265980;Horario de atención del local;Recarga;582826.398637899;6140351.63715016
Agencia de Quinielas 20/014;De Herrera, Av. Dr. L. A. 1290;26227598;Horario de atención del local;Recarga;578971.534692287;6137293.83337907
Agencia de Quinielas 20/015;Anzani 1501;26284631;Horario de atención del local;Recarga;579097.616080328;6138064.43543039
Agencia de Quinielas 38/018;Turubi 246;095690566;Horario de atención del local;Recarga;569043.4868921;6143548.71420376
Agencia de Quinielas 68/004;Saravia, Bvar. Aparicio 2116;25130367;Horario de atención del local;Recarga;580939.817808286;6145933.58650005
Agencia de Quinielas 33/031;25 De Mayo 175;29166838;Horario de atención del local;Recarga;571980.250138807;6136885.71786248
Agencia de Quinielas 10/032;Flores, Av. Gral. 2332;22034854;Horario de atención del local;Recarga;574596.830851374;6139457.27996934
Agencia de Quinielas 20/022;Anador, Av. Ramon 3701;097438592;Horario de atención del local;Recarga;579022.194911024;6138398.91705705
Agencia de Quinielas 68/018;Arocena, Ing. Carlos A. 2318;093577981;Horario de atención del local;Recarga;566455.38011974;6145242.79933458
Agencia de Quinielas 52/004;Cadiz 2814;24805885;Horario de atención del local;Recarga;576571.682643749;6139995.17055228
Agencia de Quinielas 20/023;Rivera, Av. 3179;26231930;Horario de atención del local;Recarga;577959.177016872;6137401.88974512
Agencia de Quinielas 75/018;Haedo, Eduardo Victor 2292;24066798;Horario de atención del local;Recarga;576027.92556355;6138152.01012811
Agencia de Quinielas 47/044;Masini, Ramon 3279;096423466;Horario de atención del local;Recarga;577687.594686024;6136548.33287204
Agencia de Quinielas 39/020;Asilo 3322;24876755;Horario de atención del local;Recarga;577782.849698979;6139779.78439391
Agencia de Quinielas 17/002;Batlle Y Ordoñez, Br. Jose 5317;23588296;Horario de atención del local;Recarga;573444.505388228;6144222.96490915
Agencia de Quinielas 37/005;Galeano, Cno. Tte. Alberto 4982;22115761;Horario de atención del local;Recarga;576854.224962906;6145570.57408258
Agencia de Quinielas 37/022;Agraciada, Av. 4273;23039918;Horario de atención del local;Recarga;571176.176774736;6142693.52621635
Agencia de Quinielas 43/007;Salvo, Angel 149;23000002;Horario de atención del local;Recarga;571584.03585926;6141831.95216372
Agencia de Quinielas 51/006;Solano Riestra 0;091027699;Horario de atención del local;Recarga;585778.857623488;6150954.76136228
Agencia de Quinielas 13/004;Luna, Gral. 1299;22038012;Horario de atención del local;Recarga;574033.895883844;6139731.01697498
Agencia de Quinielas 52/036;Artilleros Orientales 4546;22270124;Horario de atención del local;Recarga;577642.23467672;6147091.87830527
Agencia de Quinielas 73/027;Arenal Grande 2601;095299127;Horario de atención del local;Recarga;575184.748051718;6139825.88897291
Agencia de Quinielas 36/019;Ruta 8 J.A.Lavalleja 8760;22280227;Horario de atención del local;Recarga;585173.245956036;6149610.76753799
Agencia de Quinielas 22/001;Rousseau, Juan Jacobo 3727;25068986;Horario de atención del local;Recarga;578376.550357591;6140613.72800347
Agencia de Quinielas 16/005;San Martin, Av. Gral. 3621 Bis;092227571;Horario de atención del local;Recarga;575279.34695217;6142373.49380114
Agencia de Quinielas 37/018;Minas 1592;097121698;Horario de atención del local;Recarga;574761.560238636;6137583.84983075
Agencia de Quinielas 10/004;Roldos Y Pons, Jaime 4310;22115283;Horario de atención del local;Recarga;577461.623927492;6142733.0500134
Agencia de Quinielas 39/031;Fulton 1508;098378421;Horario de atención del local;Recarga;572360.674388502;6146118.61027551
Agencia de Quinielas 94/023;Emancipacion 5528 Bis;23044832;Horario de atención del local;Recarga;569298.86063603;6144627.31568192
Agencia de Quinielas 93/032;Dario, Ruben 3360;094826775;Horario de atención del local;Recarga;579838.228133408;6143254.54166396
Agencia de Quinielas 39/049;Batlle, Gral. 3318;098001489;Horario de atención del local;Recarga;573036.076277007;6141253.99058313
Agencia de Quinielas 71/015;Cooper 2117;099623399;Horario de atención del local;Recarga;585253.503793951;6139845.24490277
Agencia de Quinielas 31/009;Saravia, Bvar. Aparicio 4971;22155306;Horario de atención del local;Recarga;575406.316673147;6144817.45987847
Agencia de Quinielas 36/008;Fernandez Crespo, Av. Daniel 2197;29242625;Horario de atención del local;Recarga;574497.15772728;6138473.25146251
Agencia de Quinielas 15/020;Ramirez, Av. Dr. C. Ma. 678;092191211;Horario de atención del local;Recarga;570119.970195625;6141841.27884283
Agencia de Quinielas 43/044;Labandera, Cnel. Santiago 667  Bis;23043750;Horario de atención del local;Recarga;571465.786187913;6141004.86517869
Agencia de Quinielas 64/011;De La Sota, Juan M. 4654;22157284;Horario de atención del local;Recarga;577351.820638514;6145756.37204327
Agencia de Quinielas 35/015;26 De Marzo 955;098166032;Horario de atención del local;Recarga;577346.572671124;6136303.23605513
Agencia de Quinielas 46/007;Tula, Cno. Cap. 4842;22219645;Horario de atención del local;Recarga;576972.604149955;6146382.18251061
Agencia de Quinielas 21/028;Brasil, Av. 2954;27076461;Horario de atención del local;Recarga;577494.782570222;6136435.73481427
Agencia de Quinielas 17/023;Lacosta, Cno. Cap. Coralio 5149;097547205;Horario de atención del local;Recarga;575867.188283361;6147161.95415638
Agencia de Quinielas 26/007;Quesada, Cnel. Juan Jose 3599;22050104;Horario de atención del local;Recarga;575737.102986292;6141746.10116222
Agencia de Quinielas 15/031;Ramirez, Av. Dr. C. Ma. 509;23202978;Horario de atención del local;Recarga;570379.701114372;6142059.54198122
Agencia de Quinielas 64/027;Itacumbu 4048;22188282;Horario de atención del local;Recarga;576981.726569925;6144352.7641201
Agencia de Quinielas 54/016;Stagnero De Munar, Maria 2371;096487661;Horario de atención del local;Recarga;578332.712133658;6139869.92115261
Agencia de Quinielas 05/007;Chuy 3390;095611309;Horario de atención del local;Recarga;574000.001768279;6141530.94647576
Volpe, Av. Gustavo 4896;Volpe, Av. Gustavo 4896;97126905;Horario de atención del local;Recarga;575321.712321751;6144904.10630777
Agencia de Quinielas 31/003;Volpe, Av. Gustavo 4896;97126905;Horario de atención del local;Recarga;575321.712321751;6144904.10630777
Agencia de Quinielas 45/006;Castro, Gral. Enrique 4121;096237476;Horario de atención del local;Recarga;577143.234745402;6144812.55093522
Agencia de Quinielas 75/027;Melilla, Cno. 9491;099694938;Horario de atención del local;Recarga;566327.795669633;6154349.9395714
Agencia de Quinielas 47/000;Guayaqui 3370;27071244;Horario de atención del local;Recarga;577883.853647478;6136453.61266619
Agencia de Quinielas 31/020;Irureta Goyena, Dr. Jose 3353;29245056;Horario de atención del local;Recarga;577862.052208693;6142162.4838493
Agencia de Quinielas 79/004;Rivera, Av. 2013;097688675;Horario de atención del local;Recarga;575546.977708585;6137494.99433121
Agencia de Quinielas 38/001;España, Bvar. 2188;24132797;Horario de atención del local;Recarga;575932.600553229;6136707.69491655
Agencia de Quinielas 80/010;Bogota 3391;098600919;Horario de atención del local;Recarga;568424.945576163;6138785.0645517
Agencia de Quinielas 77/015;Ecuador 1799;23152868;Horario de atención del local;Recarga;568476.309962326;6139335.87163752
Agencia de Quinielas 29/004;Colombo 5319;22225263;Horario de atención del local;Recarga;575540.978018808;6146012.56934037
